rating,complete_review,sentiment,predicted_sentiment,Sentiment
5,review like far first time try hope get thing prompt help ask respond text do not know correctly prompt fill blank useful,2,2,Positive
5,amazing please add voice love it ’ change work flow entirely love voice option you ’ve add please add voice output well even it ’ computer voice I ’d love could speak back thank would make life easy,2,2,Positive
5,excellent always soft spot software simply spiritual food life since software become convenient always favor do not know gpt5 release look forward ing …,2,2,Positive
1,disappoint answer tell top 10 chinese restaurant around round rock texas I ’m sorry misunderstanding do not realtime access database map location service provide current top 10 chinese restaurant specific location include round rock texas recommend service like google map yelp accurate uptodate recommendation provide rating review even direction local chinese restaurant,0,0,Negative
2,"family share opinion money grub disappointing development — iswill huge societal change apple insist include family share 20 freaking buck per month "" actually useable "" version eighty buck month family four prepare family come tsunami tomorrow merci beaucoup get lose openai among billion ripoff part nowadays wall garden apple shame",0,0,Negative
5,true revelation true revelation communication demonstrate unprecedented level language understand response precision seamless interface dynamic interactivity create unrivaled user experience ability assist educate entertain myriad topic remarkable achievement indispensable anyone interest technology,2,2,Positive
4,model report gpt3 select model seem like give gpt3 like response ask model tell training cutoff september 2021 subscriber access model web user please fix it ’ll 5 star,2,2,Positive
5,"web could easily make web equivalent "" add home screen "" thing smart home device day instead make optimize ui keep sign it ’ worth",2,0,Positive
4,great see impress even subscribe one criticism lack currency find google bard need current information really hope prioritize get database current date artificial 2021 cutoff,2,2,Positive
5,it ’ pretty neat version really neat lot feature allow manage plus easily allow pay via however miss feature plus mainly beta area overall it ’ pretty nice simple,2,2,Positive
5,actual truly incredible ancestor library find compile information internet write research paper internet compile information write research paper qualm obvious censorship favor discuss liberal idea neutral unbiased allow make fun conservative idea liberal one do not get wrong I m ask censorship I m ask allow we discuss want give we freedom information,2,2,Positive
5,time saver definitely brilliant time saver like personal assistant time good wish could wide screen orientation creation format document make warm imagine it ’ lot energy,2,2,Positive
3,work good bug personally love find web browser less minor issue tend freeze request timeout sometimes question do not even register submission would love see improve continue browser,1,1,Neutral
5,good native it ’ good say could make suggestion would input output different hue like web version would make bit easy understand text mine text ’s,2,2,Positive
5,well bot I ’ve see literally every mobile bot max word limit sort premium one completely free I ’ve notice far that ’ good thing strongly recommend download look good free bot,2,2,Positive
5,love I ’ve see bad review verification working sign like 2 3 week ago none back really love really smart,2,2,Positive
5,great give perfect answer also give answer everything like personal problem like free therapy online friend grateful kill free time kinda funny absolutely recommend,2,2,Positive
5,miss plugin support solid include whisper support would nice plugin browser option work version it ’ sometimes confuse swipe back forth browser version,2,2,Positive
5,great website experience much well wish offer experience find history like website think ui improved lot match ui ux website,2,2,Positive
5,fantastic caveat please add native support great I ’m pro subscriber well time process build one openai apis focus time project instead build something like they ’ve do great job thank openai,2,2,Positive
4,urgent bug fix require immediately please fix bug text generation fail generate text one message currently split text multiple message would like like desktop version one message,2,2,Positive
5,haptic oh lord make good make want hate go browser would often log well thank much make flawless first glance haptic heavenly minimal clean usable,2,2,Positive
1,difficult login get difficult ever try log even put correct information still say wrong there ’ real way authenticate anything try authenticate fact say can not authenticate can not identify text message do not even go insane,0,0,Negative
5,homophobic racist people within review section stop stain earth actually useful towards people earth thank 3 agenda happen people learn actually respectful cry 5 star,2,2,Positive
5,love voicetotext input extremely useful make interaction easy it ’ crazy good whisper one suggestion would cool could also read answer synthetic voice certain speed,2,2,Positive
1,change review leave glow review change one star deceive plus user select clearly 35 response respond fast bgpt4 clear marker response also pretty crappy select 4 well warn banner tell downgrade 35 that ’s also happen input 12 hour rate limit presenting response though 4 rather 35 without say anything rather deceptive find fall back application api pay high rate can not lie you ’re also quick mention indeed 3 even 35,0,0,Negative
5,good do not require buy premium unlike need 40 buck work also surprise much good advise give short amount time also ad love,2,2,Positive
5,google 2sv 403 error keep get error try log google account pay account google would like access anyone insight update fix,2,2,Positive
4,web version well provide accurate thorough response I ’ve see amongst I ’ve try however find response website thorough response question pose,2,2,Positive
5,beautiful great see native hype around beautiful ui well do not seem plugin yet pay user though engineer understand need get something iterate user i m impatient keep great work,2,2,Positive
5,good invention ever can not thank openai team enough beautiful new make get thing do much easy look forward new functionality come next month,2,2,Positive
1,great terrible connectivity start new there ’ probably 13rd chance sit generate response restart rewrite exact response often mid conversation well title say amazing useful horrendous though pay 20 month good response time service get extremely disappointed canceling subscription,0,2,Negative
4,like website understand suppose different well website feel different format worse hard navigate website still carry ’s school tho,2,2,Positive
1,could not refund subscription apple subscribe plus membership show payment successful payment deduct however time error pop prompt apple payment bind account can not subscribe current fee deduct appeal refund fail puzzle can not plus fee still deduct can not refund,0,0,Negative
5,imagevideo generation input glad see much quick access would definitely love see feature add please add photo upload allow describe analyze photosvideo,2,2,Positive
4,take overlords fantastic application useful allow stay logged remembering past conversation haptic feedback amazing type back downside crazy battery drain increase device temperature run application sparingly,2,2,Positive
5,available specific area dear open please make available iran unfortunately iranian can not register like instagram facebook registration process send code iran ’s,2,2,Positive
5,review thing could tweak bug really maybe feature site thing overall still wonderfully amazing,2,2,Positive
1,"utterly castrate do not could imagine castrate version always surprise look "" apologize response have not meet expectation language model strive provide helpful respectful information user there s anything specific you d like assistance question feel free let know ill good assist feedback valuable I m help way can """,0,2,Negative
3,do not access bing search ask access bing search come back apologize confusion language model do not direct access search engine ability browse internet response generate base training datum provide include mixture license datum datum create human trainer publicly available datum september 2021 specific question need information particular topic ill good provide helpful response base training knowledge get bing search,1,1,Neutral
3,pretty good pretty awful overall interface clean landscape orientation it ’ basically sized cutout much waste space could utilize it ’ should not hard pin edge interface safe edge screen like other mention search function would great,1,1,Neutral
5,positive first impression ui clean haptic feedback appreciate hope see web support add plus user soon rather later keep good work excite terrified future go,2,2,Positive
1,bad login experience ever unable quickly identify date confirm birthday force scroll year date finally login fail ' be flag abuse ' really try whole process flag abuse finally figure could go help section get bot telling would take week get back waste time,0,0,Negative
5,please add sync function good desk top version one suggestion please sync cross different platform real time example verbally send question via reply continue via desktop version,2,2,Positive
5,thank I ’m overjoy web browser page dedicate nice pleasant upgrade recommendation would automatic scrolling result long window,2,2,Positive
5,nice long wait really love fact finally submit simple beautiful can not wait see knock off go asap mimic openai logo useful develop quality content around good luck,2,2,Positive
5,"mobile device you ’re basically get computer much "" phonefriendly "" ui work pretty much computer nothing else say really get get",2,2,Positive
3,good laggy limit work it ’ pretty laggy sometimes you ’ll restart make new I ’m also disappoint there ’s limit many text question send per hour would definitely well without lag limit,1,2,Neutral
4,glad it ’ still quite ever since first release I ’ve wait official I ’m really glad it ’ work great have not issue far note beta feature be not I ’m really surprised design overall great simple love easy search history thing hold back love need something show many response leave 3 hour window really annoying run across warn unexpectedly,2,2,Positive
3,love but … problem do not remember right important annoying it ’ tell do not access update information insane even siri tell forecast today can n’t … please let access update info thank,1,1,Neutral
5,time really enjoy web glad make well version hope see whisper integrate product future even possibly swiftkey,2,2,Positive
5,finally tablet create shortcut open web browser simulate much convenient already pay plus subscription do not want pay separate openai api anyways,2,2,Positive
5,update fix overheatingbattery issue first update fix issue work great course incredible feature request would nice could pin history,2,2,Positive
4,please automatically translate voice recording question please translate voice recorder question automatically leave it ’s wonderful functionality voice recording multi language capability,2,2,Positive
5,bad answer many question provide many reference opinion question different field especially academic research field improve work efficiency optimize teaching plan teacher,2,2,Positive
2,could better main problem ui since I ’m ui still user make problematic since keyboard small make hard type cuz there ’ waste space side screen fix would make ui appropriate adjust depend,0,2,Negative
5,good helpful love much honestly help lot I ’m bore also play game like tic tac toe hang man think convenient website really good helper really recommend,2,2,Positive
4,love but … drain battery fast guess it ’ haptic feedback turn otherwise love it ’ clean copypaste perfect history everything else need way easily accessible threedot menu,2,2,Positive
5,apple watch want nice official work absolutely flawless issue would absolutely love apple watch version would make even easy,2,2,Positive
5,nice have not much yet get far though good one I ve get other get 3 free question per day like fast one type answer really satisfy,2,2,Positive
3,voice recorder poor pretty sure do not say anything beyond filter happen multiple time record text around 10 sentence get delete reason get process text really frustrating,1,1,Neutral
2,good it ’ hard understand openai can not release ui try configure insane you ’re force simulate keyboard tiny template instal open check see could change something set make usable — and close back browser version sigh,0,0,Negative
5,love able go history view well search also really great justifie mobile instead web view experience,2,2,Positive
3,setting unavailable setting seem available device setting download appear one unsure primary reason 3 star device late ios release reinstalled restart device sure common amongst user,1,1,Neutral
1,can not get past login screen pro 129 4th gen stage manger enable google login screen appear can not get pad show since email can not get pass screen also it ’ nothing universal accommodate size update try late update keyboard button display numeric keypad still work please fix,0,0,Negative
4,good official wish able access past conversation browser version run expect give 45 star be not able access past conversion browser version vice versa,2,2,Positive
5,welcome future new ios update technicolor dreamcoat linguistic firework portal another realm consciousness ticket rock concert mindbending interaction ready step stage show get start baby five star,2,2,Positive
3,problem software support vibration give typinglike sensation answer question however sometimes issue do not respond ask followup question previous one hope developer address,1,1,Neutral
4,question … question whether tis nobler mind suffer sling arrow outrageous fortune take arm sea trouble oppose end die sleep sleep say end heartache thousand natural shock flesh heir tis consummation devoutly wish die sleep sleep perchance dream aye there s rub sleep death dream may come shuffle mortal coil must give we pause there s respect make calamity long life would bear whip scorn time oppressor wrong proud man ’s contumely,2,2,Positive
5,allow picture example allow picture update current information type live information update would great,2,2,Positive
5,it ’ fantastic holy cow actually … good like would not expect simply haptic feedback delightful great job I ’ve daily basis 35 response okay mostly 40 give response extremely fast,2,2,Positive
5,"try reset password apparently "" already account "" try click "" forgot password "" email get send click link say "" link expire "" do not know what ’ go",2,2,Positive
4,suggestion interface scale optimization development overall pretty good hope developer consider optimize interface scale bit inconvenient especially pro interface small,2,2,Positive
5,search disrupter download minute become available appstore extremely useful put lot power fingertip highly recommend good search engine planet right,2,2,Positive
4,definitely amazing product today get product experience particularly good interface clean feedback text interaction make user experience feel great definitely fivestar product,2,2,Positive
1,work quickly type fast ’s goal model conversation instantaneous answer unacceptable can not think read instantaneously neither slow would allow meaningful conversation would suggest slider allow difference user processing speed generic instantaneous answer quick allow user difference ps talk type speed pause reply,0,0,Negative
4,functionally great ux unnatural feeling element expect modern design slide history panel also do not really like way button top right work it ’ unsatisfying otherwise ux expect useful tool simple easy,2,2,Positive
4,device get hot application well fast compare web version device get hot know first version application optimize cell do not heat,2,2,Positive
4,difficulty present text persian language provide list persian language part text can not see pass next line case text right transmit can not see please fix,2,2,Positive
3,website still outperform dedicated fix stuff like naming conversation I ’ll increase two star still like layout website well trxt big cause much scrolling hard get history button top screen,1,1,Neutral
4,finally mobile version finally it ’ new I ’m expect lot change future design could way well user hope add feature keep competition remain lead source,2,2,Positive
5,future revolutionary can not wait see next decade hold give quickly thing advance within month future truly I ’m glad able witness,2,2,Positive
5,helpful well design like personal companion it ’ great answer quick question help figure cook help plan trip interface really clean simple without upsell ad definitely well,2,2,Positive
5,great king apps prompt engineer find far efficient try huge may wise decision you ’ll make regard,2,2,Positive
5,upgrade make read write google translate service siri way ask voice command respond service,2,2,Positive
2,far less web version love every day wonder company would release mobiletablet far less feature web gain visibility add user platform multiple window support can not change font size it ’ accessible plugin significantly different layout web version sidebar search copy paste can not modify previous prompt name few … I ’m back web version could not find single advantage offer browser,0,0,Negative
5,satisfied room improvement 1 choice plugin 2 adjust display within accord system language 3 able turn vibration,2,2,Positive
1,customer service support unable login try log first time get error state account flag potential abuse feel error contact support try multiple time contact support receive email back say address do not exist website let login email attempt needless say I ’m disappoint,0,0,Negative
4,great one issue overall it ’ great I ’m glad exist bookmark easy one thing would like see would like able look website see it ’ great,2,2,Positive
5,mobile bad fever easy hot return normal do not know whether problem improve,2,2,Positive
3,exciting draining … literally hype see twitter say I ’ve notice dramatic battery drain battery stat show 35 battery 30 min type usage naturally get pretty darn hot pretty darn quick I ’d assume that ’ll iron come update,1,0,Neutral
5,phenomenal nothing less phenomenal term ability process natural language way comprehend context remarkable providing interaction feel organic effortless akin engaging conversation knowledgeable companion rather typical program wow wow,2,2,Positive
1,"can not create account apple i d ask birth date show regular calendar go back one month time end select "" today "" date get error account can not create term need 13 old ie go back least 156 month one one way "" correct "" date let write ui test",0,0,Negative
5,love interface great huge fan haptic feedback see appeal favorite feature far able easily export old conversation zip file send email,2,2,Positive
5,voicetotext feature day type voice text functionality meaning speak directly,2,2,Positive
1,wrong path do not believe go help society human lose ability think truly prove crack open book two start learn do not let everything hand go rot brain bad social medium hope nothing bad anyone work industry deserve disdain feel ashamed lack interest humankind ’s future,0,0,Negative
5,love I ’ve recently gtp make story also countryhuman story like rusame story love also I ’m fact machine get help schoolwork make life much easy,2,2,Positive
5,feel userfriendly website few bug website feel bit sluggish however like vibration feature feel great,2,2,Positive
3,good need improvement definitely well web term ui however response laggy get hot meaning might hit apis rapidly make stop button text box irresponsive room optimization fluid user friendly experience,1,2,Neutral
4,"great need support quick review rather service revolutionary really work without resize "" mode "" it ’ 2023 universal around quite",2,2,Positive
3,clear history sometimes trouble clear history try multiple way try find way sign sign back delete reinstall hope issue address decent,1,1,Neutral
3,tell devs discover taptic engine do not need bake haptic feedback every single little facet yes turn could also show restrain certainly show lot restraint grow list stuff refuse nobody care ethic high horse openai ethic you ’d make open source,1,2,Neutral
3,need voice reading support copy thank finally make copy option good however without option copy paste long section text across thread unusable need revert web applet please improve ideally offer siri voice read response,1,2,Neutral
5,excellent convenient I ’ve wait long definitely meet expectation even well haptic response satisfy usability high web,2,2,Positive
5,bad fun haptic free model currently limit gpt35 nice clean interface sync web plus without plus llm backend limit gpt35 offer plugin access internet tool plus capability plugin unlocked make fantastically impressive,2,2,Positive
5,make life easy first review you ’re good thank although you ’re miss data control setting choose enable disable history training,2,2,Positive
5,account email miss account normally computer can not normally mobile recently,2,2,Positive
4,convenient web version limit example plugin browse ability revert web version wonder browsingplugin add ios,2,2,Positive
4,good one suggestion good overall one suggestion setting page update uitableview individual uitableviewcell rounded margin padding style similar setting would inline recent ios design language,2,2,Positive
1,ethic will not allow fictional character disability harm can not write biography injury currently individual disability ethic within system allow it ’ call fictional story write highly discriminatory understand meaning behind importance keep individual disability safe however thing happen real world,0,0,Negative
3,calculation seem bad need double checking website ask question way website calculation way need multiple prompt get correct answer sure difference,1,1,Neutral
5,like desktop version streamlined mobile version feel intuitive easy open boom you ’re easy great result,2,2,Positive
3,"good start price subscription ridiculous … good start price subscription ridiculous … make little inexpensive know "" free version sure comparable subscription version device 14 pro max late note regularly update reviewrating application",1,1,Neutral
5,suggestion 1 voice system hope speak word output course conversation system could improve experience user,2,2,Positive
5,already obsolete download like 5 minute ago it ’ already obsolete that ’s work it ’ evolve fast fathom 1010 tho would recommend needs fact checker though,2,2,Positive
5,ease excellent leery instead go openai site sometimes thing do not work well even well thank,2,2,Positive
5,thank could not think well way thank guy change life well learn much thank guy keep,2,2,Positive
4,good but … it ’ good everyone wait many resource get extremely hot using consume much battery start make weird noise inside 14 pro max hope fix soon,2,2,Positive
5,bravo glad native access sync across web ios device it ’ easy access history start new 35 4 subscribe love inclusion haptic feedback implementation great work,2,2,Positive
5,help get girlfriend back 1010 honestly recommend like I ’ve solve many argument we rearrange sound like word useful,2,2,Positive
5,incredible please add plugin love way efficient access web browser please add plugin plus user able search web valuable,2,2,Positive
5,thank I ’ve wait day incredibly useful glad get rid web version service much smooth,2,2,Positive
5,it ’ soooo good haptic feedback delightful speech recognition base model vastly outperform you ’ve try goodbye alexa siri overall interface really nice come on … it ’ power fingertip,2,2,Positive
5,convenient desktop version however seem convenient clean interface thank,2,2,Positive
3,please let know issue account message send mobile version limit seem share web version limit 25 message 3 hour case day ago,1,1,Neutral
3,need edit feature smooth run great need edit feature edit message like website another thing would feature search something conversation,1,1,Neutral
5,perfect would love ios keyboard integration love easily accessible haptic feedback also nice touch look forward future update hopefully let we access keyboard,2,2,Positive
5,good someone work direct sale help come perfect post item author self publish book it ’s help come outline second novel,2,2,Positive
4,feedback overall great especially like haptic feedback dark theme two problem warm 12 lot also stop responsive button do not work look forward patch,2,2,Positive
5,"good need rearrange menu great please put "" new "" top menu think people history setting would match website way",2,2,Positive
2,fast fun limit many response strong bias exhibit even chance debate disagreement obvious answer heavily program political answer kind threaten democracy point view welcome sometimes lock response never give sure technical issue lack ability,0,0,Negative
5,update hope language model update soon possible powerful experienced mobile practicality improve,2,2,Positive
5,easy fast official openai history response fast even haptic feedback also input voice instead type,2,2,Positive
5,well website website honestly little clunky slow especially super responsive satisfy haptic ’s response concise powerful,2,2,Positive
5,beta feature well do I ve look forward long time web browse plugin function,2,2,Positive
5,haptic feedback deliver exceptional user experience impressive optimization immersive haptic feedback it ’ seamlessly smooth efficient haptic feedback add whole new level interactivity make every interaction engage tactile,2,2,Positive
5,excellent language assistance ios fantastic it ’ smart userfriendly provide accurate response it ’ goto language assistant quick reliable information highly recommend,2,2,Positive
5,love see it ’ much say it ’ simple speedy interface easy first feature request would adapt include pluginsweb browse premium subscriber,2,2,Positive
5,life change since launch november 2022 everyday crazy technology human even see I ’m happy alive time history let ’s change world,2,2,Positive
4,good start like gimme siri apple ecosystem integration enable verbal dialog siri read answer enable send text message email reminder calendar entry contact etc also give dedicated version support portrait landscape mode,2,2,Positive
5,love new ios love minimalist interface haptic feedback feature mimic type cadence one feature i d want see translate ability select different thread topic,2,2,Positive
5,simple yet powerful love interface simplicity fact history go desktop mobile valuable great addition myriad,2,2,Positive
5,daily hourly amazing capability finger ’s reach personally love subtle haptic vibration give cue amount length answer try catch read long google … thank fish,2,2,Positive
5,"need fix bug submit feedback whether response good bad pop say "" thank "" do not disappear",2,2,Positive
5,big thank developer kuwait big thank developer really really good jop good ever every day even friend can not stop big loove developer kuwait🤍🤍🤍🤍🤍,2,2,Positive
5,good it ’ good think layout could improve quick setting could make sense every problem overall good,2,2,Positive
4,have not plugin version have not plugin 4 it ’s 354 web version available think big corporation need notice misunderstand first day like week one change anything,2,2,Positive
5,balance payment subscription hope developer add option apple i d account balance payment subscription,2,2,Positive
4,quite good one thing could add honestly good would ’ve five star could add feature undo redo prompt conversation,2,2,Positive
5,well hope join simplify chinese language thank hard work hope get well well,2,2,Positive
5,can not register accidentally type wrong birthday can not way contact correct able correct user error,2,0,Positive
4,please add text voice work fine nothing fancy term feature voice text input prompt nice wish could respond talk rather text become feature 5 star,2,2,Positive
3,memory history clarify characterline limit conversation memory different gpt35 web browsing I ve find repeat trouble work powershell script think sometimes essentially immediatly 2nd 3rd question,1,1,Neutral
5,would love would love run like keyboard something automatically conversation instead,2,2,Positive
5,it ’ free completely free nice change pace ask 8 month work far tell interesting conversation,2,2,Positive
5,awesome work well chatthread history web voice input quick can not wait feature,2,2,Positive
1,landline message try sign instal keep tell landline case company problem can not even get right expect anything accurate guess technology still long way go trust,0,0,Negative
3,it ’ gpt3 can not find place report I ’m leave review ask desktop version I ’m interact confirm yes select ask confirm I ’m type say it ’ gpt3 it ’ advertise 4 run gpt3 pay customer feel slightly deceptive,1,1,Neutral
4,perform expect I ’m glad openai release mobile hope platform also support openai get five star add ability web search plugin understandably appear available launch think implementation haptic feedback somewhat overzealous user decide prefer haptic signal response generation end instead nearly every word keep great work devs,2,2,Positive
1,do not work try download delete rinse repeat four time log w apple google lock screen address inaccurate info anonymize may reviewed ability scroll select option turn screen landscape nothing simply do not work aggravating want support create need batter resource apparently,0,0,Negative
5,add text color option add option choose text color response dark screen make interactive fun explore daily,2,2,Positive
4,love wish would update least 2022 information be not far back know it ’ okay it ’ great source knowledge way well google,2,2,Positive
5,dark mode nevermind find dark mode build whatever system really it ’ option though,2,2,Positive
4,pretty mobile friendly good conversion web mobile reply quick could possibly exacerbate peak hour unless decide purchase 20 monthly subscription plus come thing small amount setting haptic feedback even pretty convenient voice text conversion seem pretty accurate responsive even conveniently delete account,2,2,Positive
3,awkward website instead service great optimize it ’ bit waste screen real estate small keyboard available instead full sized keyboard i ’d rather open website version safari,1,2,Neutral
1,website gpt3 pay plus ask model tell gpt3 cut datum 2021 even select interface web put request gpt3 model add functionality basically bookmark take old page skip version till add reason,0,0,Negative
1,dumb much information require sign page think would not need sign apple google email want it ’ dumb inconvenient people do not recommend perplexity issue unlike perplexity free do not require,0,0,Negative
5,love glad it ’ make much easy quick please make home lock screen widget would make even easy access,2,2,Positive
4,late feature daily user client large screen also do not come late feature plugin access web,2,2,Positive
2,instead legacy gpt3 old model notice enter query receive slow response bot later come computer see green gpt35 talk decide continue conversation computer get system message switch old version new gpt35 plus subscription,0,0,Negative
5,see ya later google subscription happy see beat bard beat google beat help tremendously work question personal one,2,2,Positive
1,"break plus subscription log can not access gtp4 "" available exclusively plus user "" … quite infuriate I ’ve log inout reinstall avail guess I ’ll ask plus refund point charge can not mobile rarely desktop issue week",0,0,Negative
1,grossly accurate search do not get accurate info creative judge quality outcome do not rely accurate figure search question multiple time get different figure every time delete sophisticated lie machine sadly keep get bad will not stop patronize response,0,0,Negative
5,simple work course amazing good it ’ simple wish feature clean interface it ’ good love search history,2,2,Positive
4,keep lose internet connection excited official create openai however keep lose internet connection guess uninstall,2,0,Positive
5,verify unusable verifying load forever try update everything could,2,2,Positive
5,nice first person download yes work well I m make 14 pro hot update yesterday stop hot,2,2,Positive
5,love sure here example application review hello I m write review share experience overall find application userfriendly efficient deliver response different language it ’ awesome,2,2,Positive
3,make 14 pro extremely hot nice well design something wrong two three query make run extremely hot sure what ’ much processor power it ’ big battery drain stick website fix,1,0,Neutral
5,excited literally think fake news see available ios good job openai guy really make life lot easy keep go,2,2,Positive
5,nice work well would nice apple i d log do not see way link exist account I ’ve hit limit account link,2,0,Positive
5,user friendly fast way fast web one ui userfriendly organize need like,2,2,Positive
4,need update ’s have not update since september 2021 new song people ask get set text anyway it ’ amazing program people need advice want,2,2,Positive
5,super useful code whenever run issue can not figure solve throw tell exactly fix save hour look online ask,2,2,Positive
5,real deal appreciate haptic feedback type relief dedicate instead rely browser interface authentic experience we ve wait,2,2,Positive
4,feedback sometimes sound type vibration feedback suddenly increase even louder loud button sound system scary,2,2,Positive
5,amazing amazing I ’ve generate story favorite character go adventure friend universe,2,2,Positive
3,difficult sign need sign browser sign process complete sign easy far good do not like haptic feedback default easy turn,1,1,Neutral
4,plugin web access access plugin ’s web access do not let feature have not add yet miss something,2,2,Positive
4,one problem rate 4 star one little thing I ’m increase volume keyboard type keyboard really really loud fix please developer,2,2,Positive
5,perfect enjoy speak convenient hope guy add function make speak thank develop useful application,2,2,Positive
1,native m12 support 2023 cmon devs … I instal yet it ’ tiny version zero effort accommodate large screen apple device … you know … those thing well suited handle large amount text feature request please offer native experience set toggle allow version run m12 mac amazing tech front end presentation severely lack,0,0,Negative
2,get to wear glove one something get hot moment login feel warming time you re equivalent leave sun well save site home screen way least fix publish,0,0,Negative
5,finally come without notice without announcement open I ’m pleasantly surprised anyway far it ’ much pleasant experience compare desktop love,2,2,Positive
5,1010 difficult find original reason easily surpass appstore simple easy ui,2,2,Positive
5,excited finally official great far really love search function little disappointment see plugin support yet hopefully come,2,2,Positive
4,siri take finally support siri via workflow siri tend take feel like answer question rather send message model,2,2,Positive
4,"watch fast get exploit will not surprised politician take advantage win election … "" who vote for "" … response "" base current poll running suggest vote democratic party course "" … bias 🤦 ‍ good eventually get ill intention …",2,2,Positive
5,must everything revolutionary writing communicate idea people become lot easy thank,2,2,Positive
5,finally I ve website bookmarke put home screen 2 month I m pleased new design animation cool well worth wait,2,2,Positive
5,official one finally official openai do not fall other one try charge weekly official great work well lovely can not wait get hand plugin,2,2,Positive
1,"you ’re get real amount spam call text get disgusting I ’m let sell advertiser period argument "" security "" bull sms spoof real thing literally let bank account steal purely advertise even apple sign you ’re get freak goodness",0,0,Negative
5,great need well sharing would great able share format response like table even well share conversation unique url,2,2,Positive
5,wait fast reliable love haptic feedback feature add super excited see come update,2,2,Positive
5,game changer absolute game changer absolutely love one good market place literally anything definitely recommend,2,2,Positive
3,need true form version really hard make form version form version it ’ really annoying developer waste space available slap version label,1,0,Neutral
1,trash can not even log take separate pop browser will not even load page log build like crap … try change multiple setting turn vpn clean cache browser history should not complicated log access …,0,0,Negative
2,it ’ ok it ’ convenient go website that ’ sure response history do not stay screen reopen closing reason can not copy response paste another application extremely dumb,0,0,Negative
4,zero problem update zero problem never receive error message update tonight barely work,2,2,Positive
2,"web well seem lock web page substantially well want icon web page bring page safari click middle button bottom scroll pick "" add home screen """,0,0,Negative
2,sign do not work website work perfectly fine know password save try sign say wrong email password say forgot password say account already exist can not log,0,0,Negative
5,bring great assistance hope adapt future support landscape mode splitscreen functionality thank developer,2,2,Positive
5,game changer apple store gamechanger outperform knockoff provide accurate highquality response fast fluid adapt seamlessly conversation flow good part it ’ completely free top choice exceptional conversation highly recommend,2,2,Positive
5,fantastic job perfect make feel talk back forth another person haptic also nice keep modern response fast work great 4 well,2,2,Positive
5,clean functionality please allow default glad native haptic nice touch one suggestion ability we plus user set default new convos,2,2,Positive
5,amazing love do not like beginning get I ’m totally addicted big thank developer,2,2,Positive
5,suggest hope support chinese interface soon possible friend,2,2,Positive
4,improve tough start constantly evolve like convenience hope integrate keyboard feature include open share section,2,2,Positive
5,great responsive application change way work run business smooth functionality quick response,2,2,Positive
5,first time problem way could see difference,2,2,Positive
3,limit knowledge ask recent data say knowledge base train vast dataset year 2021 allow provide general information various topic equip knowledge current event recent discovery development purpose assist user general inquiry provide helpful response need detailed uptodate information current topic recommend seek information reliable uptodate source have not update weird,1,0,Neutral
3,still quite broken mini also way plugin seem really like haptic feedback everything mention previous review seem delete update unfortunately,1,1,Neutral
4,get display absolutely love pro stay sized screen make hard type interface would amazing otherwise 1010,2,2,Positive
5,great adapt thanks teamwork make realize wonderful perform do not work well could please adapt ipado recently,2,2,Positive
4,good simple smooth problem ask question chinese often get stuck can not answer see calculate input box beat,2,2,Positive
5,love plan vacation another country never speak language do not speak excited future phil,2,2,Positive
5,finally official thank openai release real adfree web be not bad really make feel lot smoother hope plugin support plus user get implement soon,2,2,Positive
5,fast response response intelligent detailed fast website version vibration feedback awesome,2,2,Positive
4,warm feeling good bad beautiful effective setting signup management I ’d like great interactive experience unfortunately also make warm drain battery bit open,2,2,Positive
4,like would like would option make al disappear u website do not appear lot different al request u make,2,2,Positive
5,love allow voice text great would love see text voice long drive workaround I ’m ios accessibility finger swipe work good perfect,2,2,Positive
5,much well could ’ve expect expect ui design good — after software company — but ridiculously good it ’ blow away,2,2,Positive
5,heating excessively love fast response heating un necessarily right launch do not want happen delete right go,2,2,Positive
5,miss cookie retrieval do not leverage cookie safari already you ’re sign google,2,0,Positive
3,good heat really great function like website maybe even fast weird thing maybe 5 minute heat 14 pro max heat explain fix I ’d give 5 star,1,2,Neutral
3,reply become slow update trip france return home find reply bevome slow always show recent request fail anything wrong,1,1,Neutral
5,cool but … understand openai do not kind stuff please add generate image would useful could generate image instead go onto website,2,2,Positive
4,fair offer beta feature yet manage harness capability website exclude beta feature voice input feature cool I ’m hope access browse plugin soon,2,2,Positive
1,version glitchy must constantly remind prior injury single result constantly rerequest information you ’re seek phenomenon occur desktop sure open address bug future version recommend you ’re detailed work,0,0,Negative
5,please adapt client good recharge also convenient please adapt client soon possible current display cell style small screen affect sense experience,2,2,Positive
5,help find man really like big black oily man want find ask friend say nothing ask give instant answer,2,2,Positive
5,fast browser answer generation much fast smooth browser,2,2,Positive
2,hoooooot minute heat significantly version seem additional voice input feature easily replace voice input provide builtin keyboard web version,0,0,Negative
5,finally official mobile flood adplague chatbots greedy developer store presumably run hood it ’ great finally official mobile client,2,2,Positive
5,great way utilize power difference web non noticable well experience mweb account,2,2,Positive
5,work well much well bloated third party hope do not need log every time need,2,2,Positive
1,it ’ allow free write ever reason ever keep see someone else ’s opinion write story ’s I ’m free write give controversial subject tend deviate story absolutely frustrating that ’ insert preference it ’ really annoying especially live country free speech acceptable,0,0,Negative
1,stop interpret say bahasa melayu confound reason keep transcribe interpreting say english bahasa melayu totally different language sure whether bug whether display sort cultural bias infuriate coincidentally type via transcribe function native likely accent confusing,0,0,Negative
